Rk,Player,Tm,Pos,Age,G,GS,Cmp,PassingAtt,PassingYds,PassingTD,Int,RushingAtt,RushingYds,Y/A,RushingTD,Tgt,Rec,ReceivingYds,Y/R,ReceivingTD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
1,Derrick Henry,TEN,RB,27,5,5,0,0,0,0,0,142,640,4.51,7,15,14,125,8.93,0,0,0,7,1,,121,134.5,140.5,127.5,71,1,1
2,Cooper Kupp,LAR,WR,28,6,6,0,0,0,0,0,1,-5,-5,0,68,46,653,14.2,7,0,0,7,,,107,152.8,155.8,129.8,59,1,2
3,Austin Ekeler,LAC,RB,26,6,6,0,0,0,0,0,73,356,4.88,4,32,27,242,8.96,3,2,1,7,1,,102,128.8,135.8,115.3,52,2,3
4,Ezekiel Elliott,DAL,RB,26,6,6,0,0,0,0,0,102,521,5.11,5,20,16,105,6.56,1,0,0,6,,,99,114.6,120.6,106.6,49,3,4
5,Jonathan Taylor,IND,RB,22,6,6,0,0,0,0,0,87,472,5.43,4,18,15,210,14,1,0,0,5,,,98,113.2,119.2,105.7,48,4,5
6,Tyreek Hill,KAN,WR,27,6,6,0,0,0,0,0,4,45,11.25,0,63,46,592,12.87,5,1,1,5,,,92,137.7,141.7,114.7,44,2,6
7,Patrick Mahomes,KAN,QB,26,6,6,167,242,1887,18,8,26,184,7.08,1,0,0,0,,0,2,1,1,,,154,153.9,168.9,161.9,40,1,7
8,Mike Williams,LAC,WR,27,6,5,0,0,0,0,0,0,0,,0,56,33,498,15.09,6,0,0,6,1,,88,120.8,123.8,104.3,40,3,8
9,Aaron Jones,GNB,RB,27,6,6,0,0,0,0,0,83,385,4.64,2,23,21,166,7.9,4,2,1,6,,,89,110.1,117.1,99.6,39,5,9
10,Tom Brady,TAM,QB,44,6,6,183,267,2064,17,3,13,37,2.85,1,0,0,0,,0,2,1,1,,,152,152.3,159.3,155.3,39,2,10
11,James Robinson,JAX,RB,23,6,6,0,0,0,0,0,84,460,5.48,5,22,17,116,6.82,0,2,0,5,,,88,104.6,110.6,96.1,38,6,11
12,Najee Harris,PIT,RB,23,6,6,0,0,0,0,0,102,388,3.8,2,46,34,244,7.18,2,0,0,4,,,87,121.2,127.2,104.2,37,7,12
13,Ja'Marr Chase,CIN,WR,21,6,6,0,0,0,0,0,1,-2,-2,0,41,27,553,20.48,5,0,0,5,,,85,112.1,115.1,98.6,37,4,13
14,Travis Kelce,KAN,TE,32,6,6,0,0,0,0,0,0,0,,0,53,38,468,12.32,4,0,0,4,,,71,108.8,111.8,89.8,35,1,14
15,Kareem Hunt,CLE,RB,26,6,1,0,0,0,0,0,69,361,5.23,5,24,20,161,8.05,0,0,0,5,1,,84,104.2,110.2,94.2,34,8,15
16,Kyler Murray,ARI,QB,24,6,6,144,195,1741,14,4,37,116,3.14,3,0,0,0,,0,6,0,3,,,147,147.2,157.2,151.2,34,3,16
17,Jalen Hurts,PHI,QB,23,6,6,130,208,1480,8,4,53,300,5.66,5,1,0,0,,0,4,0,5,,2,147,147.2,157.2,151.2,33,4,17
18,Mark Andrews,BAL,TE,26,6,4,0,0,0,0,0,0,0,,0,44,34,468,13.76,3,0,0,3,2,,69,102.8,105.8,85.8,33,2,18
19,Joe Mixon,CIN,RB,25,6,6,0,0,0,0,0,111,480,4.32,3,16,13,90,6.92,1,1,0,4,,,81,94,97,87.5,31,9,19
20,Marquise Brown,BAL,WR,24,6,6,0,0,0,0,0,1,5,5,0,43,32,486,15.19,5,1,0,5,,,79,111.1,114.1,95.1,31,5,20
21,Deebo Samuel,SFO,WR,25,5,5,0,0,0,0,0,6,22,3.67,1,52,31,548,17.68,3,1,1,4,,,79,110,114,94.5,31,6,21
22,Davante Adams,GNB,WR,29,6,6,0,0,0,0,0,0,0,,0,66,46,668,14.52,2,0,0,2,,,79,124.8,127.8,101.8,31,7,22
23,Darrell Henderson,LAR,RB,24,5,5,0,0,0,0,0,81,372,4.59,4,16,12,119,9.92,1,0,0,5,,,79,91.1,97.1,85.1,29,10,23
24,Lamar Jackson,BAL,QB,24,6,6,131,194,1686,9,5,64,392,6.13,2,0,0,0,,0,5,3,2,,2,143,142.6,156.6,147.6,29,5,24
25,Nick Chubb,CLE,RB,26,5,5,0,0,0,0,0,90,523,5.81,4,5,5,35,7,0,1,1,4,,,78,82.8,86.8,80.3,28,11,25
26,CeeDee Lamb,DAL,WR,22,6,6,0,0,0,0,0,4,18,4.5,0,49,33,497,15.06,4,0,0,4,,,76,108.5,111.5,92,27,8,26
27,Cordarrelle Patterson,ATL,RB,30,5,2,0,1,0,0,0,41,173,4.22,1,31,25,295,11.8,4,1,0,5,,,77,101.8,107.8,89.3,27,12,27
28,D.K. Metcalf,SEA,WR,24,6,6,0,0,0,0,0,0,0,,0,45,31,441,14.23,5,1,0,5,,,74,105.1,108.1,89.6,26,9,28
29,D'Andre Swift,DET,RB,22,6,0,0,1,0,0,0,65,214,3.29,3,42,34,295,8.68,1,0,0,4,,,75,108.9,114.9,91.9,25,13,29
30,DeAndre Hopkins,ARI,WR,29,6,6,0,0,0,0,0,0,0,,0,38,26,367,14.12,6,0,0,6,,,73,98.7,101.7,85.7,25,10,30
31,Leonard Fournette,TAM,RB,26,6,5,0,0,0,0,0,78,332,4.26,3,30,25,213,8.52,0,1,0,3,,,73,97.5,103.5,85,23,14,31
32,Justin Jefferson,MIN,WR,22,6,6,1,1,11,0,0,0,0,,0,59,41,542,13.22,3,1,1,3,,,71,111.6,115.6,91.1,22,11,32
33,Alvin Kamara,NOR,RB,26,5,5,0,0,0,0,0,94,368,3.91,1,22,15,113,7.53,3,0,0,4,,,72,87.1,93.1,79.6,22,15,33
34,Adam Thielen,MIN,WR,31,6,6,0,0,0,0,0,1,2,2,0,50,37,393,10.62,5,1,0,5,,,70,106.5,109.5,88,21,12,34
35,D.J. Moore,CAR,WR,24,6,6,0,0,0,0,0,5,21,4.2,0,63,40,513,12.83,3,1,1,3,,,69,109.4,113.4,89.4,21,13,35
36,Dawson Knox,BUF,TE,25,5,4,0,0,0,0,0,0,0,,0,24,18,261,14.5,5,0,0,5,,,56,74.1,77.1,65.1,21,3,36
37,Justin Herbert,LAC,QB,23,6,6,161,246,1771,14,4,21,72,3.43,1,0,0,0,,0,1,1,1,,2,134,134,142,138,20,6,37
38,Dalton Schultz,DAL,TE,25,6,6,0,0,0,0,0,0,0,,0,37,31,359,11.58,3,0,0,3,,,54,84.9,87.9,69.4,18,4,38
39,Matthew Stafford,LAR,QB,33,6,6,139,200,1838,16,4,18,26,1.44,0,0,0,0,,0,1,0,0,,,132,132.1,139.1,136.1,18,7,39
40,Antonio Brown,TAM,WR,33,5,2,0,0,0,0,0,1,6,6,0,42,29,418,14.41,4,0,0,4,,,66,95.4,98.4,80.9,18,14,40
41,Antonio Gibson,WAS,RB,23,6,5,0,0,0,0,0,89,357,4.01,3,16,12,119,9.92,1,3,2,4,,,68,79.6,87.6,73.6,18,16,41
42,Mike Evans,TAM,WR,28,6,6,0,0,0,0,0,0,0,,0,49,31,420,13.55,4,0,0,4,,,66,97,100,81.5,18,15,42
43,Dak Prescott,DAL,QB,28,6,6,158,216,1813,16,4,22,70,3.18,0,0,0,0,,0,6,3,0,,,130,129.5,139.5,133.5,16,8,43
44,Darren Waller,LVR,TE,29,6,6,0,0,0,0,0,0,0,,0,53,33,378,11.45,2,0,0,2,,,50,82.8,85.8,66.3,14,5,44
45,Josh Allen,BUF,QB,25,5,5,114,183,1370,12,2,35,188,5.37,2,0,0,0,,0,3,1,2,,,128,127.6,136.6,129.6,14,9,45
46,Amari Cooper,DAL,WR,27,6,6,0,0,0,0,0,0,0,,0,43,30,373,12.43,4,0,0,4,,,61,91.3,94.3,76.3,13,16,46
47,Terry McLaurin,WAS,WR,26,6,6,0,0,0,0,0,0,0,,0,57,33,428,12.97,3,0,0,3,,,61,93.8,96.8,77.3,13,17,47
48,Tyler Lockett,SEA,WR,29,6,6,0,0,0,0,0,0,0,,0,42,27,425,15.74,3,0,0,3,,,61,87.5,90.5,74,12,18,48
49,Courtland Sutton,DEN,WR,26,6,6,0,0,0,0,0,0,0,,0,53,33,471,14.27,2,0,0,2,,,59,92.1,95.1,75.6,11,19,49
50,James Conner,ARI,RB,26,6,0,0,0,0,0,0,79,272,3.44,5,5,5,34,6.8,0,1,0,5,,,61,65.6,68.6,63.1,11,17,50
51,Kirk Cousins,MIN,QB,33,6,6,166,239,1769,13,2,8,57,7.13,0,0,0,0,,0,3,0,0,,,124,124.5,129.5,126.5,11,10,51
52,Diontae Johnson,PIT,WR,25,5,5,0,0,0,0,0,1,25,25,0,50,34,376,11.06,3,0,0,3,,,58,92.1,95.1,75.1,10,20,52
53,Noah Fant,DEN,TE,24,6,6,0,0,0,0,0,0,0,,0,42,30,273,9.1,3,0,0,3,,,45,75.3,78.3,60.3,10,6,53
54,T.J. Hockenson,DET,TE,24,6,6,0,0,0,0,0,0,0,,0,44,32,311,9.72,2,0,0,2,1,,45,77.1,80.1,61.1,10,7,54
55,Henry Ruggs III,LVR,WR,22,6,6,0,0,0,0,0,2,9,4.5,0,32,20,445,22.25,2,0,0,2,,,57,77.4,80.4,67.4,9,21,55
56,Chris Godwin,TAM,WR,25,6,6,0,0,0,0,0,1,2,2,1,46,34,409,12.03,2,1,1,3,,,57,91.1,95.1,74.1,9,22,56
57,Emmanuel Sanders,BUF,WR,34,5,4,0,0,0,0,0,1,7,7,0,31,19,322,16.95,4,0,0,4,,,57,75.9,78.9,66.4,9,23,57
58,Melvin Gordon,DEN,RB,28,6,6,0,0,0,0,0,70,332,4.74,2,16,13,119,9.15,0,0,0,2,,,57,70.1,76.1,63.6,7,18,58
59,Robert Woods,LAR,WR,29,6,6,0,0,0,0,0,4,18,4.5,0,44,29,353,12.17,3,0,0,3,,,55,84.1,87.1,69.6,7,24,59
60,Rob Gronkowski,TAM,TE,32,3,3,0,0,0,0,0,0,0,,0,21,16,184,11.5,4,0,0,4,,,42,58.4,61.4,50.4,7,8,60
61,Christian Kirk,ARI,WR,25,6,4,0,0,0,0,0,1,11,11,0,31,26,358,13.77,3,0,0,3,,,55,80.9,83.9,67.9,7,25,61
62,Hunter Henry,NWE,TE,27,6,5,0,0,0,0,0,0,0,,0,28,22,241,10.95,3,0,0,3,,,42,64.1,67.1,53.1,7,9,62
63,Brandin Cooks,HOU,WR,28,6,6,0,0,0,0,0,1,5,5,0,57,40,481,12.03,1,0,0,1,,,55,94.6,97.6,74.6,6,26,63
64,Mike Gesicki,MIA,TE,26,6,2,0,0,0,0,0,0,0,,0,43,30,342,11.4,1,0,0,1,,,40,70.2,73.2,55.2,5,10,64
65,Tony Pollard,DAL,RB,24,6,0,0,0,0,0,0,61,366,6,1,15,15,115,7.67,0,1,0,1,,,54,69.1,75.1,61.6,4,19,65
66,Tim Patrick,DEN,WR,28,6,6,0,0,0,0,0,0,0,,0,34,25,344,13.76,3,0,0,3,,,52,77.4,80.4,64.9,4,27,66
67,Dalvin Cook,MIN,RB,26,4,4,0,0,0,0,0,80,366,4.58,2,18,12,73,6.08,0,2,1,2,,,54,65.9,69.9,59.9,4,20,67
68,Marvin Jones,JAX,WR,31,6,5,0,0,0,0,0,0,0,,0,47,28,343,12.25,3,0,0,3,,,52,80.3,83.3,66.3,4,28,68
69,David Montgomery,CHI,RB,24,4,4,0,0,0,0,0,69,309,4.48,3,9,6,49,8.17,0,0,0,3,,,54,59.8,62.8,56.8,4,21,69
70,A.J. Green,ARI,WR,33,6,4,0,0,0,0,0,0,0,,0,32,21,340,16.19,3,0,0,3,,,52,73,76,62.5,4,29,70
71,Damien Harris,NWE,RB,24,6,6,0,0,0,0,0,81,331,4.09,3,9,8,53,6.63,0,2,2,3,,,52,60.4,65.4,56.4,3,22,71
72,Sam Darnold,CAR,QB,24,6,6,137,224,1573,7,7,26,110,4.23,5,0,0,0,,0,5,2,5,,1,116,115.9,130.9,122.9,2,11,72
73,Kyle Pitts,ATL,TE,21,5,5,0,0,0,0,0,0,0,,0,36,24,308,12.83,1,0,0,1,,,37,60.8,63.8,48.8,1,11,73
74,Saquon Barkley,NYG,RB,24,5,5,0,0,0,0,0,54,195,3.61,2,20,14,130,9.29,1,1,0,3,,,51,64.5,70.5,57.5,1,23,74
75,Nick Ralston,DAL,,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,2,75
76,Jakob Johnson,NWE,,27,6,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,1,76
77,Jared Cook,LAC,TE,34,6,5,0,0,0,0,0,0,0,,0,33,21,235,11.19,2,0,0,2,,,36,56.5,59.5,46,,12,77
78,Tory Carter,TEN,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,3,78
79,Aaron Rodgers,GNB,QB,38,6,6,124,186,1436,12,3,14,27,1.93,2,1,1,-4,-4,0,0,0,2,,,114,114.7,120.7,117.2,,12,
80,Derek Carr,LVR,QB,30,6,6,149,232,1946,10,4,18,28,1.56,0,0,0,0,,0,5,0,0,,,113,112.6,119.6,116.6,,13,
81,Joe Burrow,CIN,QB,25,6,6,123,174,1540,14,7,17,44,2.59,0,0,0,0,,0,0,0,0,,1,110,110,120,117,,14,
82,Daniel Jones,NYG,QB,24,6,6,130,208,1524,4,4,33,201,6.09,2,0,0,0,,0,5,2,2,2,1,103,103.1,115.1,107.1,,15,
83,Carson Wentz,IND,QB,29,6,6,124,193,1545,9,1,18,74,4.11,0,0,0,0,,0,2,2,0,,1,101,101.2,107.2,102.2,,16,
84,Russell Wilson,SEA,QB,33,5,5,90,125,1196,10,1,17,68,4,1,0,0,0,,0,1,0,1,,,99,98.6,102.6,99.6,,17,
85,Taylor Heinicke,WAS,QB,28,6,5,126,198,1390,9,6,25,127,5.08,1,1,1,-2,-2,0,0,0,1,,,98,99.1,111.1,104.6,,18,
86,Teddy Bridgewater,DEN,QB,29,6,6,139,198,1514,10,4,15,66,4.4,0,0,0,0,,0,1,1,0,,,97,97.2,105.2,101.2,,19,
87,Baker Mayfield,CLE,QB,26,6,6,116,173,1474,6,3,20,75,3.75,1,0,0,11,,0,4,2,1,,2,92,91.6,99.6,94.6,,20,
88,Matt Ryan,ATL,QB,36,5,5,141,204,1332,10,3,7,26,3.71,0,0,0,0,,0,2,1,0,1,,90,89.9,96.9,92.9,,22,
89,Jameis Winston,NOR,QB,27,5,5,70,116,892,12,3,20,86,4.3,1,0,0,0,,0,1,1,1,,,90,90.3,97.3,93.3,,21,
90,Trevor Lawrence,JAX,QB,22,6,6,129,216,1465,7,8,26,121,4.65,2,0,0,0,,0,3,3,2,,,89,88.7,105.7,96.7,,23,
91,Jared Goff,DET,QB,27,6,6,159,238,1505,7,4,12,73,6.08,0,0,0,0,,0,6,4,0,,4,88,87.5,98.5,91.5,,24,
92,Ryan Tannehill,TEN,QB,33,5,5,110,173,1251,6,3,17,130,7.65,1,0,0,0,,0,3,3,1,,1,83,83,95,86,,25,
93,Mac Jones,NWE,QB,23,6,6,150,211,1472,7,6,10,26,2.6,0,0,0,0,,0,3,1,0,,1,77,77.5,87.5,83.5,,26,
94,Ben Roethlisberger,PIT,QB,39,6,6,153,235,1515,7,4,8,6,0.75,0,0,0,0,,0,5,3,0,,,75,75.2,85.2,79.2,,27,
95,Jimmy Garoppolo,SFO,QB,30,4,4,78,118,925,5,2,15,26,1.73,1,0,0,0,,0,3,2,1,,,58,57.6,64.6,59.6,,28,
96,Jacoby Brissett,MIA,QB,29,6,3,104,159,883,4,2,16,57,3.56,1,0,0,0,,0,4,2,1,,1,57,57,64,59,,29,
97,Zack Moss,BUF,RB,24,4,0,0,0,0,0,0,46,184,4,3,10,8,94,11.75,1,1,1,4,,,50,57.8,61.8,53.8,,24,
98,Josh Jacobs,LVR,RB,23,4,4,0,0,0,0,0,54,175,3.24,4,13,11,71,6.45,0,0,0,4,,,49,59.6,62.6,54.1,,25,
99,Zach Wilson,NYJ,QB,22,5,5,98,171,1117,4,9,8,22,2.75,0,0,0,0,,0,2,0,0,1,1,49,48.9,60.9,57.9,,30,
100,Keenan Allen,LAC,WR,29,6,6,0,0,0,0,0,0,0,,0,58,39,419,10.74,1,1,0,1,,,48,86.9,89.9,67.4,,31,
101,Corey Davis,NYJ,WR,26,5,5,0,0,0,0,0,0,0,,0,36,20,302,15.1,3,1,0,3,,,48,68.2,71.2,58.2,,30,
102,Latavius Murray,BAL,RB,31,6,3,0,0,0,0,0,59,212,3.59,4,5,4,25,6.25,0,0,0,4,,,48,51.7,54.7,49.7,,26,
103,Michael Pittman Jr.,IND,WR,24,6,6,0,0,0,0,0,2,8,4,0,46,31,403,13,1,0,0,1,,,47,78.1,81.1,62.6,,32,
104,Darrel Williams,KAN,RB,26,6,1,0,0,0,0,0,47,161,3.43,4,14,10,72,7.2,0,0,0,4,,,47,57.3,60.3,52.3,,28,
105,Jamaal Williams,DET,RB,26,6,6,0,0,0,0,0,59,255,4.32,2,18,16,99,6.19,0,0,0,2,,,47,63.4,66.4,55.4,,27,
106,Chase Edmonds,ARI,RB,25,6,6,0,0,0,0,0,53,316,5.96,0,30,26,163,6.27,0,1,1,0,,,46,71.9,78.9,58.9,,29,
107,Hunter Renfrow,LVR,WR,26,6,2,0,0,0,0,0,0,0,,0,43,31,341,11,2,1,0,2,,,46,77.1,80.1,61.6,,34,
108,Jaylen Waddle,MIA,WR,23,6,6,0,0,0,0,0,1,2,2,0,49,37,301,8.14,3,2,1,3,,,46,83.3,87.3,64.8,,33,
109,Clyde Edwards-Helaire,KAN,RB,22,5,5,0,0,0,0,0,65,304,4.68,0,10,8,61,7.63,2,2,2,2,,,45,52.5,57.5,48.5,,30,
110,Trey Lance,SFO,QB,21,4,1,25,48,354,3,1,27,133,4.93,1,0,0,0,,0,0,0,1,1,,45,45.5,52.5,46.5,,31,
111,Chase Claypool,PIT,WR,23,5,4,0,0,0,0,0,2,22,11,0,42,22,358,16.27,1,0,0,1,,,44,66,69,55,,36,
112,J.D. McKissic,WAS,RB,28,6,1,0,0,0,0,0,25,100,4,1,28,21,215,10.24,1,0,0,2,,,44,64.5,70.5,54,,31,
113,K.J. Osborn,MIN,WR,24,6,3,0,0,0,0,0,1,10,10,0,35,26,311,11.96,2,0,0,2,,,44,70.1,73.1,57.1,,35,
114,Kendrick Bourne,NWE,WR,26,6,2,0,0,0,0,0,2,28,14,0,24,18,282,15.67,2,0,0,2,,,43,61,64,52,,38,
115,Stefon Diggs,BUF,WR,28,5,5,0,0,0,0,0,0,0,,0,47,28,374,13.36,1,1,0,1,,,43,71.4,74.4,57.4,,37,
116,Justin Fields,CHI,QB,22,6,4,53,99,632,2,3,26,102,3.92,1,0,0,0,,0,3,0,1,,,43,43.5,52.5,46.5,,32,
117,Myles Gaskin,MIA,RB,24,6,4,0,0,0,0,0,39,176,4.51,0,32,24,136,5.67,2,1,0,2,,,43,67.2,73.2,55.2,,32,
118,Alexander Mattison,MIN,RB,23,6,2,0,0,0,0,0,68,268,3.94,0,17,15,120,8,1,1,1,1,,,43,57.8,64.8,50.3,,34,
119,Davis Mills,HOU,QB,23,5,4,88,139,912,5,7,7,8,1.14,0,0,0,0,,0,2,0,0,,,43,43.3,53.3,50.3,,33,
120,Javonte Williams,DEN,RB,21,6,0,0,0,0,0,0,65,300,4.62,1,15,14,90,6.43,0,1,1,1,,,43,57,61,50,,33,
121,Chris Carson,SEA,RB,27,4,4,0,0,0,0,0,54,232,4.3,3,6,6,29,4.83,0,1,1,3,,,42,48.1,52.1,45.1,,37,
122,Chuba Hubbard,CAR,RB,22,6,3,0,0,0,0,0,72,281,3.9,1,19,13,82,6.31,0,0,0,1,,,42,55.3,58.3,48.8,,36,
123,Christian McCaffrey,CAR,RB,25,3,3,0,0,0,0,0,52,201,3.87,1,17,16,163,10.19,0,0,0,1,,,42,58.4,64.4,50.4,,35,
124,Rondale Moore,ARI,WR,21,6,2,0,0,0,0,0,9,60,6.67,0,28,24,286,11.92,1,2,0,1,,,41,64.6,67.6,52.6,,39,
125,Miles Sanders,PHI,RB,24,6,6,0,0,0,0,0,57,270,4.74,0,23,18,121,6.72,0,0,0,0,1,,41,59.1,65.1,50.1,,38,
126,DeVonta Smith,PHI,WR,23,6,6,0,0,0,0,0,0,0,,0,44,27,345,12.78,1,1,1,1,1,,41,67.5,71.5,54,,40,
127,Marquez Callaway,NOR,WR,23,5,4,0,0,0,0,0,0,0,,0,21,13,222,17.08,3,0,0,3,,,40,53.2,56.2,46.7,,41,
128,Alex Collins,SEA,RB,27,5,2,0,0,0,0,0,48,225,4.69,2,6,5,56,11.2,0,0,0,2,,,40,45.1,48.1,42.6,,39,
129,Tyrod Taylor,HOU,QB,32,2,2,31,44,416,3,0,5,55,11,1,0,0,0,,0,1,0,1,,,40,40.1,43.1,40.1,,34,
130,Mike Davis,ATL,RB,28,5,4,0,0,0,0,0,62,204,3.29,1,24,18,88,4.89,1,1,1,2,,,39,57.2,61.2,48.2,,40,
131,Kenyan Drake,LVR,RB,27,6,2,0,0,0,0,0,28,91,3.25,1,20,15,177,11.8,1,0,0,2,,,39,53.8,56.8,46.3,,41,
132,Van Jefferson,LAR,WR,25,6,6,0,0,0,0,0,0,0,,0,26,17,261,15.35,2,0,0,2,,,38,55.1,58.1,46.6,,44,
133,Jakobi Meyers,NWE,WR,25,6,5,2,2,45,0,0,0,0,,0,52,36,346,9.61,0,0,0,0,1,,38,74.4,77.4,56.4,,42,
134,Darnell Mooney,CHI,WR,24,6,5,0,0,0,0,0,1,10,10,0,39,25,306,12.24,1,0,0,1,,,38,62.6,65.6,50.1,,45,
135,Zach Pascal,IND,WR,27,6,6,0,0,0,0,0,0,0,,0,29,18,204,11.33,3,0,0,3,,,38,56.4,59.4,47.4,,43,
136,Tua Tagovailoa,MIA,QB,23,3,3,50,78,544,3,2,7,23,3.29,1,0,0,0,,0,0,0,1,,,38,38.1,43.1,40.1,,35,
137,AJ Dillon,GNB,RB,23,6,0,0,0,0,0,0,49,225,4.59,0,10,9,88,9.78,1,0,0,1,,,37,46.3,49.3,41.8,,42,
138,Devin Singletary,BUF,RB,24,5,4,0,0,0,0,0,55,284,5.16,1,13,8,22,2.75,0,4,0,1,,,37,44.6,47.6,40.6,,43,
139,Kenneth Gainwell,PHI,RB,22,6,0,0,0,0,0,0,21,100,4.76,2,23,15,123,8.2,0,0,0,2,1,,36,51.3,57.3,43.8,,44,
140,Deonte Harris,NOR,WR,24,5,0,0,0,0,0,0,1,1,1,0,16,12,236,19.67,2,0,0,2,,,36,47.7,50.7,41.7,,46,
141,Tyler Boyd,CIN,WR,27,6,4,0,0,0,0,0,0,0,,0,38,28,290,10.36,1,0,0,1,,,35,63,66,49,,48,
142,Michael Carter,NYJ,RB,22,5,3,0,0,0,0,0,47,165,3.51,2,14,9,64,7.11,0,0,0,2,,,35,43.9,46.9,39.4,,46,
143,Mark Ingram,HOU,RB,32,6,6,0,0,0,0,0,86,285,3.31,1,6,4,6,1.5,0,0,0,1,,,35,39.1,42.1,37.1,,45,
144,Kalif Raymond,DET,WR,27,6,6,0,0,0,0,0,1,9,9,0,31,20,219,10.95,2,0,0,2,,,35,54.8,57.8,44.8,,49,
145,Sterling Shepard,NYG,WR,28,4,4,0,0,0,0,0,1,-9,-9,0,36,28,299,10.68,1,0,0,1,,,35,63,66,49,,47,
146,C.J. Uzomah,CIN,TE,28,6,6,0,0,0,0,0,0,0,,0,16,14,165,11.79,3,0,0,3,,,35,48.5,51.5,41.5,,13,
147,Quintez Cephus,DET,WR,23,5,3,0,0,0,0,0,0,0,,0,22,15,204,13.6,2,0,0,2,1,,34,49.4,52.4,41.9,,50,
148,Dallas Goedert,PHI,TE,26,5,4,0,0,0,0,0,0,0,,0,19,15,216,14.4,2,1,0,2,,,34,48.6,51.6,41.1,,14,
149,Mo Alie-Cox,IND,TE,28,6,2,0,0,0,0,0,0,0,,0,18,10,152,15.2,3,0,0,3,,,33,43.2,46.2,38.2,,15,
150,Mecole Hardman,KAN,WR,23,6,4,0,0,0,0,0,4,33,8.25,0,35,26,261,10.04,1,1,1,1,,,33,59.4,63.4,46.4,,51,
151,David Njoku,CLE,TE,25,6,5,0,0,0,0,0,0,0,,0,19,15,266,17.73,1,0,0,1,,,33,47.6,50.6,40.1,,16,
